"","variable","unit","fuel","year","value","iso"
"1","elec_net_generation","mil_kwh","coal",1949,135451.32,"usa"
"2","elec_net_generation","mil_kwh","coal",1950,154519.994,"usa"
"3","elec_net_generation","mil_kwh","coal",1951,185203.657,"usa"
"4","elec_net_generation","mil_kwh","coal",1952,195436.666,"usa"
"5","elec_net_generation","mil_kwh","coal",1953,218846.325,"usa"
"6","elec_net_generation","mil_kwh","coal",1954,239145.966,"usa"
"7","elec_net_generation","mil_kwh","coal",1955,301362.698,"usa"
"8","elec_net_generation","mil_kwh","coal",1956,338503.484,"usa"
"9","elec_net_generation","mil_kwh","coal",1957,346386.207,"usa"
"10","elec_net_generation","mil_kwh","coal",1958,344365.781,"usa"
"11","elec_net_generation","mil_kwh","coal",1959,378424.21,"usa"
"12","elec_net_generation","mil_kwh","coal",1960,403067.357,"usa"
"13","elec_net_generation","mil_kwh","coal",1961,421870.669,"usa"
"14","elec_net_generation","mil_kwh","coal",1962,450249.238,"usa"
"15","elec_net_generation","mil_kwh","coal",1963,493926.719,"usa"
"16","elec_net_generation","mil_kwh","coal",1964,526230.019,"usa"
"17","elec_net_generation","mil_kwh","coal",1965,570925.951,"usa"
"18","elec_net_generation","mil_kwh","coal",1966,613474.8,"usa"
"19","elec_net_generation","mil_kwh","coal",1967,630483.363,"usa"
"20","elec_net_generation","mil_kwh","coal",1968,684904.58,"usa"
"21","elec_net_generation","mil_kwh","coal",1969,706001.24,"usa"
"22","elec_net_generation","mil_kwh","coal",1970,704394.479,"usa"
"23","elec_net_generation","mil_kwh","coal",1971,713102.454,"usa"
"24","elec_net_generation","mil_kwh","coal",1972,771131.265,"usa"
"37","elec_net_generation","mil_kwh","coal",1973,847651.47,"usa"
"50","elec_net_generation","mil_kwh","coal",1974,828432.921,"usa"
"63","elec_net_generation","mil_kwh","coal",1975,852786.222,"usa"
"76","elec_net_generation","mil_kwh","coal",1976,944390.993,"usa"
"89","elec_net_generation","mil_kwh","coal",1977,985218.596,"usa"
"102","elec_net_generation","mil_kwh","coal",1978,975742.083,"usa"
"115","elec_net_generation","mil_kwh","coal",1979,1075037.091,"usa"
"128","elec_net_generation","mil_kwh","coal",1980,1161562.368,"usa"
"141","elec_net_generation","mil_kwh","coal",1981,1203203.232,"usa"
"154","elec_net_generation","mil_kwh","coal",1982,1192004.204,"usa"
"167","elec_net_generation","mil_kwh","coal",1983,1259424.279,"usa"
"180","elec_net_generation","mil_kwh","coal",1984,1341680.752,"usa"
"193","elec_net_generation","mil_kwh","coal",1985,1402128.125,"usa"
"206","elec_net_generation","mil_kwh","coal",1986,1385831.452,"usa"
"219","elec_net_generation","mil_kwh","coal",1987,1463781.289,"usa"
"232","elec_net_generation","mil_kwh","coal",1988,1540652.774,"usa"
"245","elec_net_generation","mil_kwh","coal",1989,1583779.139,"usa"
"258","elec_net_generation","mil_kwh","coal",1990,1594011.479,"usa"
"271","elec_net_generation","mil_kwh","coal",1991,1590622.748,"usa"
"284","elec_net_generation","mil_kwh","coal",1992,1621206.039,"usa"
"297","elec_net_generation","mil_kwh","coal",1993,1690070.232,"usa"
"310","elec_net_generation","mil_kwh","coal",1994,1690693.864,"usa"
"323","elec_net_generation","mil_kwh","coal",1995,1709426.468,"usa"
"336","elec_net_generation","mil_kwh","coal",1996,1795195.593,"usa"
"349","elec_net_generation","mil_kwh","coal",1997,1845015.736,"usa"
"362","elec_net_generation","mil_kwh","coal",1998,1873515.69,"usa"
"375","elec_net_generation","mil_kwh","coal",1999,1881087.224,"usa"
"388","elec_net_generation","mil_kwh","coal",2000,1966264.596,"usa"
"401","elec_net_generation","mil_kwh","coal",2001,1903955.942,"usa"
"414","elec_net_generation","mil_kwh","coal",2002,1933130.354,"usa"
"427","elec_net_generation","mil_kwh","coal",2003,1973736.752,"usa"
"440","elec_net_generation","mil_kwh","coal",2004,1978300.549,"usa"
"453","elec_net_generation","mil_kwh","coal",2005,2012873.046,"usa"
"466","elec_net_generation","mil_kwh","coal",2006,1990511.135,"usa"
"479","elec_net_generation","mil_kwh","coal",2007,2016455.584,"usa"
"492","elec_net_generation","mil_kwh","coal",2008,1985801.247,"usa"
"505","elec_net_generation","mil_kwh","coal",2009,1755904.253,"usa"
"518","elec_net_generation","mil_kwh","coal",2010,1847290.279,"usa"
"531","elec_net_generation","mil_kwh","coal",2011,1733430.005,"usa"
"544","elec_net_generation","mil_kwh","coal",2012,1514042.945,"usa"
"557","elec_net_generation","mil_kwh","coal",2013,1581114.716,"usa"
"570","elec_net_generation","mil_kwh","coal",2014,1581710.35,"usa"
"581","elec_net_generation","mil_kwh","petroleum",1949,28547.232,"usa"
"582","elec_net_generation","mil_kwh","petroleum",1950,33734.288,"usa"
"583","elec_net_generation","mil_kwh","petroleum",1951,28712.116,"usa"
"584","elec_net_generation","mil_kwh","petroleum",1952,29749.761,"usa"
"585","elec_net_generation","mil_kwh","petroleum",1953,38404.449,"usa"
"586","elec_net_generation","mil_kwh","petroleum",1954,31520.175,"usa"
"587","elec_net_generation","mil_kwh","petroleum",1955,37138.308,"usa"
"588","elec_net_generation","mil_kwh","petroleum",1956,35946.772,"usa"
"589","elec_net_generation","mil_kwh","petroleum",1957,40499.357,"usa"
"590","elec_net_generation","mil_kwh","petroleum",1958,40371.54,"usa"
"591","elec_net_generation","mil_kwh","petroleum",1959,46839.719,"usa"
"592","elec_net_generation","mil_kwh","petroleum",1960,47986.893,"usa"
"593","elec_net_generation","mil_kwh","petroleum",1961,48519.376,"usa"
"594","elec_net_generation","mil_kwh","petroleum",1962,48879.536,"usa"
"595","elec_net_generation","mil_kwh","petroleum",1963,52001.61,"usa"
"596","elec_net_generation","mil_kwh","petroleum",1964,56953.712,"usa"
"597","elec_net_generation","mil_kwh","petroleum",1965,64801.224,"usa"
"598","elec_net_generation","mil_kwh","petroleum",1966,78926.172,"usa"
"599","elec_net_generation","mil_kwh","petroleum",1967,89270.724,"usa"
"600","elec_net_generation","mil_kwh","petroleum",1968,104275.833,"usa"
"601","elec_net_generation","mil_kwh","petroleum",1969,137847.152,"usa"
"602","elec_net_generation","mil_kwh","petroleum",1970,184183.402,"usa"
"603","elec_net_generation","mil_kwh","petroleum",1971,220225.423,"usa"
"604","elec_net_generation","mil_kwh","petroleum",1972,274295.961,"usa"
"617","elec_net_generation","mil_kwh","petroleum",1973,314342.926,"usa"
"630","elec_net_generation","mil_kwh","petroleum",1974,300930.537,"usa"
"643","elec_net_generation","mil_kwh","petroleum",1975,289094.9,"usa"
"656","elec_net_generation","mil_kwh","petroleum",1976,319988.136,"usa"
"669","elec_net_generation","mil_kwh","petroleum",1977,358178.822,"usa"
"682","elec_net_generation","mil_kwh","petroleum",1978,365060.441,"usa"
"695","elec_net_generation","mil_kwh","petroleum",1979,303525.209,"usa"
"708","elec_net_generation","mil_kwh","petroleum",1980,245994.189,"usa"
"721","elec_net_generation","mil_kwh","petroleum",1981,206420.775,"usa"
"734","elec_net_generation","mil_kwh","petroleum",1982,146797.49,"usa"
"747","elec_net_generation","mil_kwh","petroleum",1983,144498.593,"usa"
"760","elec_net_generation","mil_kwh","petroleum",1984,119807.913,"usa"
"773","elec_net_generation","mil_kwh","petroleum",1985,100202.273,"usa"
"786","elec_net_generation","mil_kwh","petroleum",1986,136584.867,"usa"
"799","elec_net_generation","mil_kwh","petroleum",1987,118492.571,"usa"
"812","elec_net_generation","mil_kwh","petroleum",1988,148899.561,"usa"
"825","elec_net_generation","mil_kwh","petroleum",1989,164358.52,"usa"
"838","elec_net_generation","mil_kwh","petroleum",1990,126460.202,"usa"
"851","elec_net_generation","mil_kwh","petroleum",1991,119751.573,"usa"
"864","elec_net_generation","mil_kwh","petroleum",1992,100154.163,"usa"
"877","elec_net_generation","mil_kwh","petroleum",1993,112788.18,"usa"
"890","elec_net_generation","mil_kwh","petroleum",1994,105900.983,"usa"
"903","elec_net_generation","mil_kwh","petroleum",1995,74554.065,"usa"
"916","elec_net_generation","mil_kwh","petroleum",1996,81411.225,"usa"
"929","elec_net_generation","mil_kwh","petroleum",1997,92554.873,"usa"
"942","elec_net_generation","mil_kwh","petroleum",1998,128800.173,"usa"
"955","elec_net_generation","mil_kwh","petroleum",1999,118060.838,"usa"
"968","elec_net_generation","mil_kwh","petroleum",2000,111220.965,"usa"
"981","elec_net_generation","mil_kwh","petroleum",2001,124880.221,"usa"
"994","elec_net_generation","mil_kwh","petroleum",2002,94567.395,"usa"
"1007","elec_net_generation","mil_kwh","petroleum",2003,119405.643,"usa"
"1020","elec_net_generation","mil_kwh","petroleum",2004,121145.057,"usa"
"1033","elec_net_generation","mil_kwh","petroleum",2005,122225.017,"usa"
"1046","elec_net_generation","mil_kwh","petroleum",2006,64166.414,"usa"
"1059","elec_net_generation","mil_kwh","petroleum",2007,65738.978,"usa"
"1072","elec_net_generation","mil_kwh","petroleum",2008,46242.612,"usa"
"1085","elec_net_generation","mil_kwh","petroleum",2009,38936.515,"usa"
"1098","elec_net_generation","mil_kwh","petroleum",2010,37061.013,"usa"
"1111","elec_net_generation","mil_kwh","petroleum",2011,30182.245,"usa"
"1124","elec_net_generation","mil_kwh","petroleum",2012,23189.542,"usa"
"1137","elec_net_generation","mil_kwh","petroleum",2013,27164.444,"usa"
"1150","elec_net_generation","mil_kwh","petroleum",2014,30231.862,"usa"
"1161","elec_net_generation","mil_kwh","natural_gas",1949,36966.709,"usa"
"1162","elec_net_generation","mil_kwh","natural_gas",1950,44559.159,"usa"
"1163","elec_net_generation","mil_kwh","natural_gas",1951,56615.678,"usa"
"1164","elec_net_generation","mil_kwh","natural_gas",1952,68453.088,"usa"
"1165","elec_net_generation","mil_kwh","natural_gas",1953,79790.975,"usa"
"1166","elec_net_generation","mil_kwh","natural_gas",1954,93688.271,"usa"
"1167","elec_net_generation","mil_kwh","natural_gas",1955,95285.441,"usa"
"1168","elec_net_generation","mil_kwh","natural_gas",1956,104037.208,"usa"
"1169","elec_net_generation","mil_kwh","natural_gas",1957,114212.525,"usa"
"1170","elec_net_generation","mil_kwh","natural_gas",1958,119759.302,"usa"
"1171","elec_net_generation","mil_kwh","natural_gas",1959,146619.391,"usa"
"1172","elec_net_generation","mil_kwh","natural_gas",1960,157969.787,"usa"
"1173","elec_net_generation","mil_kwh","natural_gas",1961,169285.998,"usa"
"1174","elec_net_generation","mil_kwh","natural_gas",1962,184301.293,"usa"
"1175","elec_net_generation","mil_kwh","natural_gas",1963,201602.073,"usa"
"1176","elec_net_generation","mil_kwh","natural_gas",1964,220038.479,"usa"
"1177","elec_net_generation","mil_kwh","natural_gas",1965,221559.434,"usa"
"1178","elec_net_generation","mil_kwh","natural_gas",1966,251151.562,"usa"
"1179","elec_net_generation","mil_kwh","natural_gas",1967,264805.785,"usa"
"1180","elec_net_generation","mil_kwh","natural_gas",1968,304432.723,"usa"
"1181","elec_net_generation","mil_kwh","natural_gas",1969,333278.945,"usa"
"1182","elec_net_generation","mil_kwh","natural_gas",1970,372890.063,"usa"
"1183","elec_net_generation","mil_kwh","natural_gas",1971,374030.784,"usa"
"1184","elec_net_generation","mil_kwh","natural_gas",1972,375747.796,"usa"
"1197","elec_net_generation","mil_kwh","natural_gas",1973,340858.192,"usa"
"1210","elec_net_generation","mil_kwh","natural_gas",1974,320065.088,"usa"
"1223","elec_net_generation","mil_kwh","natural_gas",1975,299778.408,"usa"
"1236","elec_net_generation","mil_kwh","natural_gas",1976,294623.911,"usa"
"1249","elec_net_generation","mil_kwh","natural_gas",1977,305504.859,"usa"
"1262","elec_net_generation","mil_kwh","natural_gas",1978,305390.836,"usa"
"1275","elec_net_generation","mil_kwh","natural_gas",1979,329485.107,"usa"
"1288","elec_net_generation","mil_kwh","natural_gas",1980,346239.9,"usa"
"1301","elec_net_generation","mil_kwh","natural_gas",1981,345777.173,"usa"
"1314","elec_net_generation","mil_kwh","natural_gas",1982,305259.749,"usa"
"1327","elec_net_generation","mil_kwh","natural_gas",1983,274098.458,"usa"
"1340","elec_net_generation","mil_kwh","natural_gas",1984,297393.596,"usa"
"1353","elec_net_generation","mil_kwh","natural_gas",1985,291945.965,"usa"
"1366","elec_net_generation","mil_kwh","natural_gas",1986,248508.433,"usa"
"1379","elec_net_generation","mil_kwh","natural_gas",1987,272620.803,"usa"
"1392","elec_net_generation","mil_kwh","natural_gas",1988,252800.704,"usa"
"1405","elec_net_generation","mil_kwh","natural_gas",1989,352628.866,"usa"
"1418","elec_net_generation","mil_kwh","natural_gas",1990,372765.154,"usa"
"1431","elec_net_generation","mil_kwh","natural_gas",1991,381553.017,"usa"
"1444","elec_net_generation","mil_kwh","natural_gas",1992,404074.372,"usa"
"1457","elec_net_generation","mil_kwh","natural_gas",1993,414926.798,"usa"
"1470","elec_net_generation","mil_kwh","natural_gas",1994,460218.682,"usa"
"1483","elec_net_generation","mil_kwh","natural_gas",1995,496057.945,"usa"
"1496","elec_net_generation","mil_kwh","natural_gas",1996,455055.576,"usa"
"1509","elec_net_generation","mil_kwh","natural_gas",1997,479398.67,"usa"
"1522","elec_net_generation","mil_kwh","natural_gas",1998,531257.104,"usa"
"1535","elec_net_generation","mil_kwh","natural_gas",1999,556396.127,"usa"
"1548","elec_net_generation","mil_kwh","natural_gas",2000,601038.159,"usa"
"1561","elec_net_generation","mil_kwh","natural_gas",2001,639129.119,"usa"
"1574","elec_net_generation","mil_kwh","natural_gas",2002,691005.744,"usa"
"1587","elec_net_generation","mil_kwh","natural_gas",2003,649907.539,"usa"
"1600","elec_net_generation","mil_kwh","natural_gas",2004,710100.017,"usa"
"1613","elec_net_generation","mil_kwh","natural_gas",2005,760960.254,"usa"
"1626","elec_net_generation","mil_kwh","natural_gas",2006,816440.77,"usa"
"1639","elec_net_generation","mil_kwh","natural_gas",2007,896589.791,"usa"
"1652","elec_net_generation","mil_kwh","natural_gas",2008,882980.599,"usa"
"1665","elec_net_generation","mil_kwh","natural_gas",2009,920978.681,"usa"
"1678","elec_net_generation","mil_kwh","natural_gas",2010,987697.234,"usa"
"1691","elec_net_generation","mil_kwh","natural_gas",2011,1013688.929,"usa"
"1704","elec_net_generation","mil_kwh","natural_gas",2012,1225894.175,"usa"
"1717","elec_net_generation","mil_kwh","natural_gas",2013,1124835.56,"usa"
"1730","elec_net_generation","mil_kwh","natural_gas",2014,1126608.958,"usa"
"1741","elec_net_generation","mil_kwh","other_gas",1949,0,"usa"
"1742","elec_net_generation","mil_kwh","other_gas",1950,0,"usa"
"1743","elec_net_generation","mil_kwh","other_gas",1951,0,"usa"
"1744","elec_net_generation","mil_kwh","other_gas",1952,0,"usa"
"1745","elec_net_generation","mil_kwh","other_gas",1953,0,"usa"
"1746","elec_net_generation","mil_kwh","other_gas",1954,0,"usa"
"1747","elec_net_generation","mil_kwh","other_gas",1955,0,"usa"
"1748","elec_net_generation","mil_kwh","other_gas",1956,0,"usa"
"1749","elec_net_generation","mil_kwh","other_gas",1957,0,"usa"
"1750","elec_net_generation","mil_kwh","other_gas",1958,0,"usa"
"1751","elec_net_generation","mil_kwh","other_gas",1959,0,"usa"
"1752","elec_net_generation","mil_kwh","other_gas",1960,0,"usa"
"1753","elec_net_generation","mil_kwh","other_gas",1961,0,"usa"
"1754","elec_net_generation","mil_kwh","other_gas",1962,0,"usa"
"1755","elec_net_generation","mil_kwh","other_gas",1963,0,"usa"
"1756","elec_net_generation","mil_kwh","other_gas",1964,0,"usa"
"1757","elec_net_generation","mil_kwh","other_gas",1965,0,"usa"
"1758","elec_net_generation","mil_kwh","other_gas",1966,0,"usa"
"1759","elec_net_generation","mil_kwh","other_gas",1967,0,"usa"
"1760","elec_net_generation","mil_kwh","other_gas",1968,0,"usa"
"1761","elec_net_generation","mil_kwh","other_gas",1969,0,"usa"
"1762","elec_net_generation","mil_kwh","other_gas",1970,0,"usa"
"1763","elec_net_generation","mil_kwh","other_gas",1971,0,"usa"
"1764","elec_net_generation","mil_kwh","other_gas",1972,0,"usa"
"1777","elec_net_generation","mil_kwh","other_gas",1973,0,"usa"
"1790","elec_net_generation","mil_kwh","other_gas",1974,0,"usa"
"1803","elec_net_generation","mil_kwh","other_gas",1975,0,"usa"
"1816","elec_net_generation","mil_kwh","other_gas",1976,0,"usa"
"1829","elec_net_generation","mil_kwh","other_gas",1977,0,"usa"
"1842","elec_net_generation","mil_kwh","other_gas",1978,0,"usa"
"1855","elec_net_generation","mil_kwh","other_gas",1979,0,"usa"
"1868","elec_net_generation","mil_kwh","other_gas",1980,0,"usa"
"1881","elec_net_generation","mil_kwh","other_gas",1981,0,"usa"
"1894","elec_net_generation","mil_kwh","other_gas",1982,0,"usa"
"1907","elec_net_generation","mil_kwh","other_gas",1983,0,"usa"
"1920","elec_net_generation","mil_kwh","other_gas",1984,0,"usa"
"1933","elec_net_generation","mil_kwh","other_gas",1985,0,"usa"
"1946","elec_net_generation","mil_kwh","other_gas",1986,0,"usa"
"1959","elec_net_generation","mil_kwh","other_gas",1987,0,"usa"
"1972","elec_net_generation","mil_kwh","other_gas",1988,0,"usa"
"1985","elec_net_generation","mil_kwh","other_gas",1989,7862.418,"usa"
"1998","elec_net_generation","mil_kwh","other_gas",1990,10382.83,"usa"
"2011","elec_net_generation","mil_kwh","other_gas",1991,11335.593,"usa"
"2024","elec_net_generation","mil_kwh","other_gas",1992,13270.237,"usa"
"2037","elec_net_generation","mil_kwh","other_gas",1993,12955.798,"usa"
"2050","elec_net_generation","mil_kwh","other_gas",1994,13319.051,"usa"
"2063","elec_net_generation","mil_kwh","other_gas",1995,13869.951,"usa"
"2076","elec_net_generation","mil_kwh","other_gas",1996,14355.813,"usa"
"2089","elec_net_generation","mil_kwh","other_gas",1997,13350.634,"usa"
"2102","elec_net_generation","mil_kwh","other_gas",1998,13492.23,"usa"
"2115","elec_net_generation","mil_kwh","other_gas",1999,14125.592,"usa"
"2128","elec_net_generation","mil_kwh","other_gas",2000,13954.758,"usa"
"2141","elec_net_generation","mil_kwh","other_gas",2001,9039.473,"usa"
"2154","elec_net_generation","mil_kwh","other_gas",2002,11462.684,"usa"
"2167","elec_net_generation","mil_kwh","other_gas",2003,15600.022,"usa"
"2180","elec_net_generation","mil_kwh","other_gas",2004,15252.431,"usa"
"2193","elec_net_generation","mil_kwh","other_gas",2005,13464.144,"usa"
"2206","elec_net_generation","mil_kwh","other_gas",2006,14176.808,"usa"
"2219","elec_net_generation","mil_kwh","other_gas",2007,13453.354,"usa"
"2232","elec_net_generation","mil_kwh","other_gas",2008,11706.876,"usa"
"2245","elec_net_generation","mil_kwh","other_gas",2009,10632.107,"usa"
"2258","elec_net_generation","mil_kwh","other_gas",2010,11312.787,"usa"
"2271","elec_net_generation","mil_kwh","other_gas",2011,11566.2,"usa"
"2284","elec_net_generation","mil_kwh","other_gas",2012,11897.585,"usa"
"2297","elec_net_generation","mil_kwh","other_gas",2013,12852.937,"usa"
"2310","elec_net_generation","mil_kwh","other_gas",2014,12021.786,"usa"
"2321","elec_net_generation","mil_kwh","nuclear",1949,0,"usa"
"2322","elec_net_generation","mil_kwh","nuclear",1950,0,"usa"
"2323","elec_net_generation","mil_kwh","nuclear",1951,0,"usa"
"2324","elec_net_generation","mil_kwh","nuclear",1952,0,"usa"
"2325","elec_net_generation","mil_kwh","nuclear",1953,0,"usa"
"2326","elec_net_generation","mil_kwh","nuclear",1954,0,"usa"
"2327","elec_net_generation","mil_kwh","nuclear",1955,0,"usa"
"2328","elec_net_generation","mil_kwh","nuclear",1956,0,"usa"
"2329","elec_net_generation","mil_kwh","nuclear",1957,9.67,"usa"
"2330","elec_net_generation","mil_kwh","nuclear",1958,164.691,"usa"
"2331","elec_net_generation","mil_kwh","nuclear",1959,188.101,"usa"
"2332","elec_net_generation","mil_kwh","nuclear",1960,518.182,"usa"
"2333","elec_net_generation","mil_kwh","nuclear",1961,1692.149,"usa"
"2334","elec_net_generation","mil_kwh","nuclear",1962,2269.685,"usa"
"2335","elec_net_generation","mil_kwh","nuclear",1963,3211.836,"usa"
"2336","elec_net_generation","mil_kwh","nuclear",1964,3342.743,"usa"
"2337","elec_net_generation","mil_kwh","nuclear",1965,3656.699,"usa"
"2338","elec_net_generation","mil_kwh","nuclear",1966,5519.909,"usa"
"2339","elec_net_generation","mil_kwh","nuclear",1967,7655.214,"usa"
"2340","elec_net_generation","mil_kwh","nuclear",1968,12528.419,"usa"
"2341","elec_net_generation","mil_kwh","nuclear",1969,13927.839,"usa"
"2342","elec_net_generation","mil_kwh","nuclear",1970,21804.448,"usa"
"2343","elec_net_generation","mil_kwh","nuclear",1971,38104.545,"usa"
"2344","elec_net_generation","mil_kwh","nuclear",1972,54091.135,"usa"
"2357","elec_net_generation","mil_kwh","nuclear",1973,83479.463,"usa"
"2370","elec_net_generation","mil_kwh","nuclear",1974,113975.74,"usa"
"2383","elec_net_generation","mil_kwh","nuclear",1975,172505.075,"usa"
"2396","elec_net_generation","mil_kwh","nuclear",1976,191103.531,"usa"
"2409","elec_net_generation","mil_kwh","nuclear",1977,250883.283,"usa"
"2422","elec_net_generation","mil_kwh","nuclear",1978,276403.07,"usa"
"2435","elec_net_generation","mil_kwh","nuclear",1979,255154.623,"usa"
"2448","elec_net_generation","mil_kwh","nuclear",1980,251115.575,"usa"
"2461","elec_net_generation","mil_kwh","nuclear",1981,272673.503,"usa"
"2474","elec_net_generation","mil_kwh","nuclear",1982,282773.248,"usa"
"2487","elec_net_generation","mil_kwh","nuclear",1983,293677.119,"usa"
"2500","elec_net_generation","mil_kwh","nuclear",1984,327633.549,"usa"
"2513","elec_net_generation","mil_kwh","nuclear",1985,383690.727,"usa"
"2526","elec_net_generation","mil_kwh","nuclear",1986,414038.063,"usa"
"2539","elec_net_generation","mil_kwh","nuclear",1987,455270.382,"usa"
"2552","elec_net_generation","mil_kwh","nuclear",1988,526973.047,"usa"
"2565","elec_net_generation","mil_kwh","nuclear",1989,529354.717,"usa"
"2578","elec_net_generation","mil_kwh","nuclear",1990,576861.678,"usa"
"2591","elec_net_generation","mil_kwh","nuclear",1991,612565.087,"usa"
"2604","elec_net_generation","mil_kwh","nuclear",1992,618776.263,"usa"
"2617","elec_net_generation","mil_kwh","nuclear",1993,610291.214,"usa"
"2630","elec_net_generation","mil_kwh","nuclear",1994,640439.832,"usa"
"2643","elec_net_generation","mil_kwh","nuclear",1995,673402.123,"usa"
"2656","elec_net_generation","mil_kwh","nuclear",1996,674728.546,"usa"
"2669","elec_net_generation","mil_kwh","nuclear",1997,628644.171,"usa"
"2682","elec_net_generation","mil_kwh","nuclear",1998,673702.104,"usa"
"2695","elec_net_generation","mil_kwh","nuclear",1999,728254.124,"usa"
"2708","elec_net_generation","mil_kwh","nuclear",2000,753892.94,"usa"
"2721","elec_net_generation","mil_kwh","nuclear",2001,768826.308,"usa"
"2734","elec_net_generation","mil_kwh","nuclear",2002,780064.087,"usa"
"2747","elec_net_generation","mil_kwh","nuclear",2003,763732.695,"usa"
"2760","elec_net_generation","mil_kwh","nuclear",2004,788528.387,"usa"
"2773","elec_net_generation","mil_kwh","nuclear",2005,781986.365,"usa"
"2786","elec_net_generation","mil_kwh","nuclear",2006,787218.636,"usa"
"2799","elec_net_generation","mil_kwh","nuclear",2007,806424.753,"usa"
"2812","elec_net_generation","mil_kwh","nuclear",2008,806208.435,"usa"
"2825","elec_net_generation","mil_kwh","nuclear",2009,798854.585,"usa"
"2838","elec_net_generation","mil_kwh","nuclear",2010,806968.301,"usa"
"2851","elec_net_generation","mil_kwh","nuclear",2011,790204.367,"usa"
"2864","elec_net_generation","mil_kwh","nuclear",2012,769331.249,"usa"
"2877","elec_net_generation","mil_kwh","nuclear",2013,789016.473,"usa"
"2890","elec_net_generation","mil_kwh","nuclear",2014,797165.982,"usa"
"2901","elec_net_generation","mil_kwh","hydro_pump",1949,0,"usa"
"2902","elec_net_generation","mil_kwh","hydro_pump",1950,0,"usa"
"2903","elec_net_generation","mil_kwh","hydro_pump",1951,0,"usa"
"2904","elec_net_generation","mil_kwh","hydro_pump",1952,0,"usa"
"2905","elec_net_generation","mil_kwh","hydro_pump",1953,0,"usa"
"2906","elec_net_generation","mil_kwh","hydro_pump",1954,0,"usa"
"2907","elec_net_generation","mil_kwh","hydro_pump",1955,0,"usa"
"2908","elec_net_generation","mil_kwh","hydro_pump",1956,0,"usa"
"2909","elec_net_generation","mil_kwh","hydro_pump",1957,0,"usa"
"2910","elec_net_generation","mil_kwh","hydro_pump",1958,0,"usa"
"2911","elec_net_generation","mil_kwh","hydro_pump",1959,0,"usa"
"2912","elec_net_generation","mil_kwh","hydro_pump",1960,0,"usa"
"2913","elec_net_generation","mil_kwh","hydro_pump",1961,0,"usa"
"2914","elec_net_generation","mil_kwh","hydro_pump",1962,0,"usa"
"2915","elec_net_generation","mil_kwh","hydro_pump",1963,0,"usa"
"2916","elec_net_generation","mil_kwh","hydro_pump",1964,0,"usa"
"2917","elec_net_generation","mil_kwh","hydro_pump",1965,0,"usa"
"2918","elec_net_generation","mil_kwh","hydro_pump",1966,0,"usa"
"2919","elec_net_generation","mil_kwh","hydro_pump",1967,0,"usa"
"2920","elec_net_generation","mil_kwh","hydro_pump",1968,0,"usa"
"2921","elec_net_generation","mil_kwh","hydro_pump",1969,0,"usa"
"2922","elec_net_generation","mil_kwh","hydro_pump",1970,0,"usa"
"2923","elec_net_generation","mil_kwh","hydro_pump",1971,0,"usa"
"2924","elec_net_generation","mil_kwh","hydro_pump",1972,0,"usa"
"2937","elec_net_generation","mil_kwh","hydro_pump",1973,0,"usa"
"2950","elec_net_generation","mil_kwh","hydro_pump",1974,0,"usa"
"2963","elec_net_generation","mil_kwh","hydro_pump",1975,0,"usa"
"2976","elec_net_generation","mil_kwh","hydro_pump",1976,0,"usa"
"2989","elec_net_generation","mil_kwh","hydro_pump",1977,0,"usa"
"3002","elec_net_generation","mil_kwh","hydro_pump",1978,0,"usa"
"3015","elec_net_generation","mil_kwh","hydro_pump",1979,0,"usa"
"3028","elec_net_generation","mil_kwh","hydro_pump",1980,0,"usa"
"3041","elec_net_generation","mil_kwh","hydro_pump",1981,0,"usa"
"3054","elec_net_generation","mil_kwh","hydro_pump",1982,0,"usa"
"3067","elec_net_generation","mil_kwh","hydro_pump",1983,0,"usa"
"3080","elec_net_generation","mil_kwh","hydro_pump",1984,0,"usa"
"3093","elec_net_generation","mil_kwh","hydro_pump",1985,0,"usa"
"3106","elec_net_generation","mil_kwh","hydro_pump",1986,0,"usa"
"3119","elec_net_generation","mil_kwh","hydro_pump",1987,0,"usa"
"3132","elec_net_generation","mil_kwh","hydro_pump",1988,0,"usa"
"3145","elec_net_generation","mil_kwh","hydro_pump",1989,0,"usa"
"3158","elec_net_generation","mil_kwh","hydro_pump",1990,-3507.741,"usa"
"3171","elec_net_generation","mil_kwh","hydro_pump",1991,-4541.435,"usa"
"3184","elec_net_generation","mil_kwh","hydro_pump",1992,-4176.582,"usa"
"3197","elec_net_generation","mil_kwh","hydro_pump",1993,-4035.572,"usa"
"3210","elec_net_generation","mil_kwh","hydro_pump",1994,-3377.825,"usa"
"3223","elec_net_generation","mil_kwh","hydro_pump",1995,-2725.131,"usa"
"3236","elec_net_generation","mil_kwh","hydro_pump",1996,-3088.078,"usa"
"3249","elec_net_generation","mil_kwh","hydro_pump",1997,-4039.905,"usa"
"3262","elec_net_generation","mil_kwh","hydro_pump",1998,-4467.28,"usa"
"3275","elec_net_generation","mil_kwh","hydro_pump",1999,-6096.899,"usa"
"3288","elec_net_generation","mil_kwh","hydro_pump",2000,-5538.86,"usa"
"3301","elec_net_generation","mil_kwh","hydro_pump",2001,-8823.445,"usa"
"3314","elec_net_generation","mil_kwh","hydro_pump",2002,-8742.928,"usa"
"3327","elec_net_generation","mil_kwh","hydro_pump",2003,-8535.065,"usa"
