"","variable","unit","fuel","year","value","iso"
"2581","fossil_steam_fuel","mils_kwh","petroleum",2010,27.73,"usa"
"259","fossil_steam_fuel","mils_kwh","petroleum",2011,27.6391448414855,"usa"
"260","fossil_steam_fuel","mils_kwh","petroleum",2012,29.4579658371287,"usa"
"291","fossil_steam_total","mils_kwh","petroleum",2003,19.4941884589166,"usa"
"292","fossil_steam_total","mils_kwh","petroleum",2004,21.4037324270655,"usa"
"293","fossil_steam_total","mils_kwh","petroleum",2005,25.3368909613618,"usa"
"294","fossil_steam_total","mils_kwh","petroleum",2006,27.9605803143616,"usa"
"295","fossil_steam_total","mils_kwh","petroleum",2007,29.6950885685777,"usa"
"296","fossil_steam_total","mils_kwh","petroleum",2008,35.0524545301864,"usa"
"2971","fossil_steam_total","mils_kwh","petroleum",2009,39.9917013267998,"usa"
"298","fossil_steam_total","mils_kwh","petroleum",2010,35.76,"usa"
"299","fossil_steam_total","mils_kwh","petroleum",2011,35.8145344345541,"usa"
"300","fossil_steam_total","mils_kwh","petroleum",2012,38.6674780924907,"usa"
"331","fossil_steam_operation","mils_kwh","natural_gas",2003,2.34787148911787,"usa"
"332","fossil_steam_operation","mils_kwh","natural_gas",2004,2.75580758933423,"usa"
"333","fossil_steam_operation","mils_kwh","natural_gas",2005,2.91719583880815,"usa"
"334","fossil_steam_operation","mils_kwh","natural_gas",2006,3.34402920342617,"usa"
"335","fossil_steam_operation","mils_kwh","natural_gas",2007,3.49071151243319,"usa"
"3361","fossil_steam_operation","mils_kwh","natural_gas",2008,3.6474162476166,"usa"
"337","fossil_steam_operation","mils_kwh","natural_gas",2009,4.17897471868486,"usa"
"338","fossil_steam_operation","mils_kwh","natural_gas",2010,4.04,"usa"
"339","fossil_steam_operation","mils_kwh","natural_gas",2011,4.1030045148734,"usa"
"340","fossil_steam_operation","mils_kwh","natural_gas",2012,4.55278371089003,"usa"
"371","fossil_steam_maintenance","mils_kwh","natural_gas",2003,2.33073374102212,"usa"
"372","fossil_steam_maintenance","mils_kwh","natural_gas",2004,2.60613113879531,"usa"
"373","fossil_steam_maintenance","mils_kwh","natural_gas",2005,2.70817557621442,"usa"
"374","fossil_steam_maintenance","mils_kwh","natural_gas",2006,2.98808211734719,"usa"
"3752","fossil_steam_maintenance","mils_kwh","natural_gas",2007,3.24068809831952,"usa"
"376","fossil_steam_maintenance","mils_kwh","natural_gas",2008,3.51995277659774,"usa"
"377","fossil_steam_maintenance","mils_kwh","natural_gas",2009,3.91223165153476,"usa"
"378","fossil_steam_maintenance","mils_kwh","natural_gas",2010,3.99,"usa"
"379","fossil_steam_maintenance","mils_kwh","natural_gas",2011,4.07238507819524,"usa"
"380","fossil_steam_maintenance","mils_kwh","natural_gas",2012,4.656728544472,"usa"
"411","fossil_steam_fuel","mils_kwh","natural_gas",2003,14.8155832287766,"usa"
"412","fossil_steam_fuel","mils_kwh","natural_gas",2004,16.0329892018455,"usa"
"413","fossil_steam_fuel","mils_kwh","natural_gas",2005,19.7115195463392,"usa"
"4141","fossil_steam_fuel","mils_kwh","natural_gas",2006,21.6284689935883,"usa"
"415","fossil_steam_fuel","mils_kwh","natural_gas",2007,22.963688957825,"usa"
"416","fossil_steam_fuel","mils_kwh","natural_gas",2008,27.875280623586,"usa"
"417","fossil_steam_fuel","mils_kwh","natural_gas",2009,31.9103743294376,"usa"
"418","fossil_steam_fuel","mils_kwh","natural_gas",2010,27.73,"usa"
"419","fossil_steam_fuel","mils_kwh","natural_gas",2011,27.6391448414855,"usa"
"420","fossil_steam_fuel","mils_kwh","natural_gas",2012,29.4579658371287,"usa"
"451","fossil_steam_total","mils_kwh","natural_gas",2003,19.4941884589166,"usa"
"452","fossil_steam_total","mils_kwh","natural_gas",2004,21.4037324270655,"usa"
"4531","fossil_steam_total","mils_kwh","natural_gas",2005,25.3368909613618,"usa"
"454","fossil_steam_total","mils_kwh","natural_gas",2006,27.9605803143616,"usa"
"455","fossil_steam_total","mils_kwh","natural_gas",2007,29.6950885685777,"usa"
"456","fossil_steam_total","mils_kwh","natural_gas",2008,35.0524545301864,"usa"
"457","fossil_steam_total","mils_kwh","natural_gas",2009,39.9917013267998,"usa"
"458","fossil_steam_total","mils_kwh","natural_gas",2010,35.76,"usa"
"459","fossil_steam_total","mils_kwh","natural_gas",2011,35.8145344345541,"usa"
"460","fossil_steam_total","mils_kwh","natural_gas",2012,38.6674780924907,"usa"
"511","gas_turbine_other_small_operation","mils_kwh","other_gas",2003,2.9991059167564,"usa"
"512","gas_turbine_other_small_operation","mils_kwh","other_gas",2004,3.75952025765404,"usa"
"513","gas_turbine_other_small_operation","mils_kwh","other_gas",2005,3.35341203900376,"usa"
"514","gas_turbine_other_small_operation","mils_kwh","other_gas",2006,3.28782703194001,"usa"
"515","gas_turbine_other_small_operation","mils_kwh","other_gas",2007,3.13490896157912,"usa"
"516","gas_turbine_other_small_operation","mils_kwh","other_gas",2008,3.69644065954693,"usa"
"517","gas_turbine_other_small_operation","mils_kwh","other_gas",2009,3.01320872151036,"usa"
"5181","gas_turbine_other_small_operation","mils_kwh","other_gas",2010,2.79,"usa"
"519","gas_turbine_other_small_operation","mils_kwh","other_gas",2011,2.86802056885429,"usa"
"520","gas_turbine_other_small_operation","mils_kwh","other_gas",2012,2.55704290611632,"usa"
"551","gas_turbine_other_small_maintenance","mils_kwh","other_gas",2003,1.93656553481985,"usa"
"552","gas_turbine_other_small_maintenance","mils_kwh","other_gas",2004,1.88416237737228,"usa"
"553","gas_turbine_other_small_maintenance","mils_kwh","other_gas",2005,1.71760128827022,"usa"
"554","gas_turbine_other_small_maintenance","mils_kwh","other_gas",2006,2.02327817350155,"usa"
"555","gas_turbine_other_small_maintenance","mils_kwh","other_gas",2007,2.32714100828879,"usa"
"556","gas_turbine_other_small_maintenance","mils_kwh","other_gas",2008,2.66692800900999,"usa"
"5571","gas_turbine_other_small_maintenance","mils_kwh","other_gas",2009,2.54887819721204,"usa"
"558","gas_turbine_other_small_maintenance","mils_kwh","other_gas",2010,2.73,"usa"
"559","gas_turbine_other_small_maintenance","mils_kwh","other_gas",2011,2.99049831556693,"usa"
"560","gas_turbine_other_small_maintenance","mils_kwh","other_gas",2012,2.86887740686221,"usa"
"5911","gas_turbine_other_small_fuel","mils_kwh","other_gas",2003,37.6087881961253,"usa"
"5921","gas_turbine_other_small_fuel","mils_kwh","other_gas",2004,39.7787178549906,"usa"
"5931","gas_turbine_other_small_fuel","mils_kwh","other_gas",2005,50.4556738226257,"usa"
"5942","gas_turbine_other_small_fuel","mils_kwh","other_gas",2006,50.4789170231474,"usa"
"5951","gas_turbine_other_small_fuel","mils_kwh","other_gas",2007,56.4956753045317,"usa"
"5961","gas_turbine_other_small_fuel","mils_kwh","other_gas",2008,62.9767595657028,"usa"
"5971","gas_turbine_other_small_fuel","mils_kwh","other_gas",2009,51.3035832485354,"usa"
"5981","gas_turbine_other_small_fuel","mils_kwh","other_gas",2010,43.21,"usa"
"5991","gas_turbine_other_small_fuel","mils_kwh","other_gas",2011,39.6011381037532,"usa"
"6001","gas_turbine_other_small_fuel","mils_kwh","other_gas",2012,31.6512018257081,"usa"
"631","gas_turbine_other_small_total","mils_kwh","other_gas",2003,42.5530285217494,"usa"
"632","gas_turbine_other_small_total","mils_kwh","other_gas",2004,45.4224004900169,"usa"
"633","gas_turbine_other_small_total","mils_kwh","other_gas",2005,55.5266871498997,"usa"
"634","gas_turbine_other_small_total","mils_kwh","other_gas",2006,55.7900222285889,"usa"
"635","gas_turbine_other_small_total","mils_kwh","other_gas",2007,61.9577252743996,"usa"
"636","gas_turbine_other_small_total","mils_kwh","other_gas",2008,69.3401282342597,"usa"
"637","gas_turbine_other_small_total","mils_kwh","other_gas",2009,56.8557907944004,"usa"
"638","gas_turbine_other_small_total","mils_kwh","other_gas",2010,48.74,"usa"
"639","gas_turbine_other_small_total","mils_kwh","other_gas",2011,45.4596569881744,"usa"
"640","gas_turbine_other_small_total","mils_kwh","other_gas",2012,37.0771221386866,"usa"
"641","nuclear_operation","mils_kwh","nuclear",2003,7.8148131316624,"usa"
"642","nuclear_operation","mils_kwh","nuclear",2004,7.89763389020065,"usa"
"6431","nuclear_operation","mils_kwh","nuclear",2005,7.50655377836615,"usa"
"644","nuclear_operation","mils_kwh","nuclear",2006,8.45842680866618,"usa"
"645","nuclear_operation","mils_kwh","nuclear",2007,9.17393604094012,"usa"
"646","nuclear_operation","mils_kwh","nuclear",2008,9.6970286798194,"usa"
"647","nuclear_operation","mils_kwh","nuclear",2009,9.87937285741101,"usa"
"648","nuclear_operation","mils_kwh","nuclear",2010,10.5,"usa"
"649","nuclear_operation","mils_kwh","nuclear",2011,11.114855514172,"usa"
"650","nuclear_operation","mils_kwh","nuclear",2012,12.9827097143873,"usa"
"681","nuclear_maintenance","mils_kwh","nuclear",2003,4.48152112703886,"usa"
"6821","nuclear_maintenance","mils_kwh","nuclear",2004,4.73681943470228,"usa"
"683","nuclear_maintenance","mils_kwh","nuclear",2005,4.78929036464765,"usa"
"684","nuclear_maintenance","mils_kwh","nuclear",2006,5.32983926260361,"usa"
"685","nuclear_maintenance","mils_kwh","nuclear",2007,5.56782910660831,"usa"
"686","nuclear_maintenance","mils_kwh","nuclear",2008,6.079027079361,"usa"
"687","nuclear_maintenance","mils_kwh","nuclear",2009,6.26352239159858,"usa"
"688","nuclear_maintenance","mils_kwh","nuclear",2010,6.8,"usa"
"689","nuclear_maintenance","mils_kwh","nuclear",2011,6.94040564704953,"usa"
"690","nuclear_maintenance","mils_kwh","nuclear",2012,7.60876181819978,"usa"
"7211","nuclear_fuel","mils_kwh","nuclear",2003,3.9416820620227,"usa"
"722","nuclear_fuel","mils_kwh","nuclear",2004,4.03245966746031,"usa"
"723","nuclear_fuel","mils_kwh","nuclear",2005,4.20766876438684,"usa"
"724","nuclear_fuel","mils_kwh","nuclear",2006,4.54300886179745,"usa"
"725","nuclear_fuel","mils_kwh","nuclear",2007,4.79852629395086,"usa"
"726","nuclear_fuel","mils_kwh","nuclear",2008,5.18678278222898,"usa"
"727","nuclear_fuel","mils_kwh","nuclear",2009,5.28546447871489,"usa"
"728","nuclear_fuel","mils_kwh","nuclear",2010,6.68,"usa"
"729","nuclear_fuel","mils_kwh","nuclear",2011,7.15474170379664,"usa"
"730","nuclear_fuel","mils_kwh","nuclear",2012,7.91020183558748,"usa"
"761","nuclear_total","mils_kwh","nuclear",2003,16.238016320724,"usa"
"762","nuclear_total","mils_kwh","nuclear",2004,16.6669129923632,"usa"
"763","nuclear_total","mils_kwh","nuclear",2005,16.4944250698966,"usa"
"764","nuclear_total","mils_kwh","nuclear",2006,18.3312749330672,"usa"
"765","nuclear_total","mils_kwh","nuclear",2007,19.5402914414993,"usa"
"766","nuclear_total","mils_kwh","nuclear",2008,20.9530336590233,"usa"
"767","nuclear_total","mils_kwh","nuclear",2009,21.4283597277245,"usa"
"768","nuclear_total","mils_kwh","nuclear",2010,23.98,"usa"
"769","nuclear_total","mils_kwh","nuclear",2011,25.2100028650181,"usa"
"770","nuclear_total","mils_kwh","nuclear",2012,28.5016733681746,"usa"
"821","hydroelectric_operation","mils_kwh","hydro_conv",2003,2.97339929461278,"usa"
"822","hydroelectric_operation","mils_kwh","hydro_conv",2004,3.37212238567096,"usa"
"823","hydroelectric_operation","mils_kwh","hydro_conv",2005,3.58969581410972,"usa"
"824","hydroelectric_operation","mils_kwh","hydro_conv",2006,3.52200274646565,"usa"
"8251","hydroelectric_operation","mils_kwh","hydro_conv",2007,5.23125912607068,"usa"
"826","hydroelectric_operation","mils_kwh","hydro_conv",2008,5.66722201914622,"usa"
"827","hydroelectric_operation","mils_kwh","hydro_conv",2009,4.82113395441657,"usa"
"828","hydroelectric_operation","mils_kwh","hydro_conv",2010,5.33,"usa"
"829","hydroelectric_operation","mils_kwh","hydro_conv",2011,5.2359236719653,"usa"
"830","hydroelectric_operation","mils_kwh","hydro_conv",2012,6.9746983333498,"usa"
"861","hydroelectric_maintenance","mils_kwh","hydro_conv",2003,1.9879787791071,"usa"
"862","hydroelectric_maintenance","mils_kwh","hydro_conv",2004,2.43004119698482,"usa"
"863","hydroelectric_maintenance","mils_kwh","hydro_conv",2005,2.48097963861254,"usa"
"8641","hydroelectric_maintenance","mils_kwh","hydro_conv",2006,2.52909771687693,"usa"
"865","hydroelectric_maintenance","mils_kwh","hydro_conv",2007,3.72150235623043,"usa"
"866","hydroelectric_maintenance","mils_kwh","hydro_conv",2008,3.81409924817973,"usa"
"867","hydroelectric_maintenance","mils_kwh","hydro_conv",2009,3.45778050009385,"usa"
"868","hydroelectric_maintenance","mils_kwh","hydro_conv",2010,3.81,"usa"
"869","hydroelectric_maintenance","mils_kwh","hydro_conv",2011,3.81722310587724,"usa"
"870","hydroelectric_maintenance","mils_kwh","hydro_conv",2012,4.81264579484494,"usa"
"901","hydroelectric_fuel","mils_kwh","hydro_conv",2003,0,"usa"
"902","hydroelectric_fuel","mils_kwh","hydro_conv",2004,0,"usa"
"9031","hydroelectric_fuel","mils_kwh","hydro_conv",2005,0,"usa"
"904","hydroelectric_fuel","mils_kwh","hydro_conv",2006,0,"usa"
"905","hydroelectric_fuel","mils_kwh","hydro_conv",2007,0,"usa"
"906","hydroelectric_fuel","mils_kwh","hydro_conv",2008,0,"usa"
"907","hydroelectric_fuel","mils_kwh","hydro_conv",2009,0,"usa"
"908","hydroelectric_fuel","mils_kwh","hydro_conv",2010,0,"usa"
"909","hydroelectric_fuel","mils_kwh","hydro_conv",2011,0,"usa"
"910","hydroelectric_fuel","mils_kwh","hydro_conv",2012,0,"usa"
"941","hydroelectric_total","mils_kwh","hydro_conv",2003,4.96137807371988,"usa"
"9421","hydroelectric_total","mils_kwh","hydro_conv",2004,5.8109680797463,"usa"
"943","hydroelectric_total","mils_kwh","hydro_conv",2005,6.07067545272226,"usa"
"944","hydroelectric_total","mils_kwh","hydro_conv",2006,6.05110046334259,"usa"
"945","hydroelectric_total","mils_kwh","hydro_conv",2007,8.96237776745932,"usa"
"946","hydroelectric_total","mils_kwh","hydro_conv",2008,9.48132126732595,"usa"
"947","hydroelectric_total","mils_kwh","hydro_conv",2009,8.27891445451043,"usa"
"948","hydroelectric_total","mils_kwh","hydro_conv",2010,9.15,"usa"
"949","hydroelectric_total","mils_kwh","hydro_conv",2011,9.06335325673526,"usa"
"950","hydroelectric_total","mils_kwh","hydro_conv",2012,11.7873441281947,"usa"
"9811","hydroelectric_operation","mils_kwh","hydro_pump",2003,2.97339929461278,"usa"
"982","hydroelectric_operation","mils_kwh","hydro_pump",2004,3.37212238567096,"usa"
"983","hydroelectric_operation","mils_kwh","hydro_pump",2005,3.58969581410972,"usa"
"984","hydroelectric_operation","mils_kwh","hydro_pump",2006,3.52200274646565,"usa"
"985","hydroelectric_operation","mils_kwh","hydro_pump",2007,5.23125912607068,"usa"
"986","hydroelectric_operation","mils_kwh","hydro_pump",2008,5.66722201914622,"usa"
"987","hydroelectric_operation","mils_kwh","hydro_pump",2009,4.82113395441657,"usa"
"988","hydroelectric_operation","mils_kwh","hydro_pump",2010,5.33,"usa"
"989","hydroelectric_operation","mils_kwh","hydro_pump",2011,5.2359236719653,"usa"
"990","hydroelectric_operation","mils_kwh","hydro_pump",2012,6.9746983333498,"usa"
"1021","hydroelectric_maintenance","mils_kwh","hydro_pump",2003,1.9879787791071,"usa"
"1022","hydroelectric_maintenance","mils_kwh","hydro_pump",2004,2.43004119698482,"usa"
"1023","hydroelectric_maintenance","mils_kwh","hydro_pump",2005,2.48097963861254,"usa"
"1024","hydroelectric_maintenance","mils_kwh","hydro_pump",2006,2.52909771687693,"usa"
"1025","hydroelectric_maintenance","mils_kwh","hydro_pump",2007,3.72150235623043,"usa"
"1026","hydroelectric_maintenance","mils_kwh","hydro_pump",2008,3.81409924817973,"usa"
"1027","hydroelectric_maintenance","mils_kwh","hydro_pump",2009,3.45778050009385,"usa"
"1028","hydroelectric_maintenance","mils_kwh","hydro_pump",2010,3.81,"usa"
"1029","hydroelectric_maintenance","mils_kwh","hydro_pump",2011,3.81722310587724,"usa"
"1030","hydroelectric_maintenance","mils_kwh","hydro_pump",2012,4.81264579484494,"usa"
"1061","hydroelectric_fuel","mils_kwh","hydro_pump",2003,0,"usa"
"1062","hydroelectric_fuel","mils_kwh","hydro_pump",2004,0,"usa"
"1063","hydroelectric_fuel","mils_kwh","hydro_pump",2005,0,"usa"
"1064","hydroelectric_fuel","mils_kwh","hydro_pump",2006,0,"usa"
"1065","hydroelectric_fuel","mils_kwh","hydro_pump",2007,0,"usa"
"1066","hydroelectric_fuel","mils_kwh","hydro_pump",2008,0,"usa"
"1067","hydroelectric_fuel","mils_kwh","hydro_pump",2009,0,"usa"
"1068","hydroelectric_fuel","mils_kwh","hydro_pump",2010,0,"usa"
"1069","hydroelectric_fuel","mils_kwh","hydro_pump",2011,0,"usa"
"1070","hydroelectric_fuel","mils_kwh","hydro_pump",2012,0,"usa"
"1101","hydroelectric_total","mils_kwh","hydro_pump",2003,4.96137807371988,"usa"
"1102","hydroelectric_total","mils_kwh","hydro_pump",2004,5.8109680797463,"usa"
"1103","hydroelectric_total","mils_kwh","hydro_pump",2005,6.07067545272226,"usa"
"1104","hydroelectric_total","mils_kwh","hydro_pump",2006,6.05110046334259,"usa"
"1105","hydroelectric_total","mils_kwh","hydro_pump",2007,8.96237776745932,"usa"
"1106","hydroelectric_total","mils_kwh","hydro_pump",2008,9.48132126732595,"usa"
"1107","hydroelectric_total","mils_kwh","hydro_pump",2009,8.27891445451043,"usa"
"1108","hydroelectric_total","mils_kwh","hydro_pump",2010,9.15,"usa"
"1109","hydroelectric_total","mils_kwh","hydro_pump",2011,9.06335325673526,"usa"
"1110","hydroelectric_total","mils_kwh","hydro_pump",2012,11.7873441281947,"usa"
"1151","gas_turbine_other_small_operation","mils_kwh","solar_pv",2003,2.9991059167564,"usa"
"1152","gas_turbine_other_small_operation","mils_kwh","solar_pv",2004,3.75952025765404,"usa"
"1153","gas_turbine_other_small_operation","mils_kwh","solar_pv",2005,3.35341203900376,"usa"
"1154","gas_turbine_other_small_operation","mils_kwh","solar_pv",2006,3.28782703194001,"usa"
"1155","gas_turbine_other_small_operation","mils_kwh","solar_pv",2007,3.13490896157912,"usa"
"1156","gas_turbine_other_small_operation","mils_kwh","solar_pv",2008,3.69644065954693,"usa"
"1157","gas_turbine_other_small_operation","mils_kwh","solar_pv",2009,3.01320872151036,"usa"
"1158","gas_turbine_other_small_operation","mils_kwh","solar_pv",2010,2.79,"usa"
"1159","gas_turbine_other_small_operation","mils_kwh","solar_pv",2011,2.86802056885429,"usa"
"1160","gas_turbine_other_small_operation","mils_kwh","solar_pv",2012,2.55704290611632,"usa"
"1191","gas_turbine_other_small_maintenance","mils_kwh","solar_pv",2003,1.93656553481985,"usa"
"1192","gas_turbine_other_small_maintenance","mils_kwh","solar_pv",2004,1.88416237737228,"usa"
"1193","gas_turbine_other_small_maintenance","mils_kwh","solar_pv",2005,1.71760128827022,"usa"
"1194","gas_turbine_other_small_maintenance","mils_kwh","solar_pv",2006,2.02327817350155,"usa"
"1195","gas_turbine_other_small_maintenance","mils_kwh","solar_pv",2007,2.32714100828879,"usa"
"1196","gas_turbine_other_small_maintenance","mils_kwh","solar_pv",2008,2.66692800900999,"usa"
"11971","gas_turbine_other_small_maintenance","mils_kwh","solar_pv",2009,2.54887819721204,"usa"
"1198","gas_turbine_other_small_maintenance","mils_kwh","solar_pv",2010,2.73,"usa"
"1199","gas_turbine_other_small_maintenance","mils_kwh","solar_pv",2011,2.99049831556693,"usa"
"1200","gas_turbine_other_small_maintenance","mils_kwh","solar_pv",2012,2.86887740686221,"usa"
"1231","gas_turbine_other_small_fuel","mils_kwh","solar_pv",2003,37.6087881961253,"usa"
"1232","gas_turbine_other_small_fuel","mils_kwh","solar_pv",2004,39.7787178549906,"usa"
"1233","gas_turbine_other_small_fuel","mils_kwh","solar_pv",2005,50.4556738226257,"usa"
"1234","gas_turbine_other_small_fuel","mils_kwh","solar_pv",2006,50.4789170231474,"usa"
"1235","gas_turbine_other_small_fuel","mils_kwh","solar_pv",2007,56.4956753045317,"usa"
"12361","gas_turbine_other_small_fuel","mils_kwh","solar_pv",2008,62.9767595657028,"usa"
"1237","gas_turbine_other_small_fuel","mils_kwh","solar_pv",2009,51.3035832485354,"usa"
"1238","gas_turbine_other_small_fuel","mils_kwh","solar_pv",2010,43.21,"usa"
"1239","gas_turbine_other_small_fuel","mils_kwh","solar_pv",2011,39.6011381037532,"usa"
"1240","gas_turbine_other_small_fuel","mils_kwh","solar_pv",2012,31.6512018257081,"usa"
"1271","gas_turbine_other_small_total","mils_kwh","solar_pv",2003,42.5530285217494,"usa"
"1272","gas_turbine_other_small_total","mils_kwh","solar_pv",2004,45.4224004900169,"usa"
"1273","gas_turbine_other_small_total","mils_kwh","solar_pv",2005,55.5266871498997,"usa"
"1274","gas_turbine_other_small_total","mils_kwh","solar_pv",2006,55.7900222285889,"usa"
"12751","gas_turbine_other_small_total","mils_kwh","solar_pv",2007,61.9577252743996,"usa"
"1276","gas_turbine_other_small_total","mils_kwh","solar_pv",2008,69.3401282342597,"usa"
"1277","gas_turbine_other_small_total","mils_kwh","solar_pv",2009,56.8557907944004,"usa"
"1278","gas_turbine_other_small_total","mils_kwh","solar_pv",2010,48.74,"usa"
"1279","gas_turbine_other_small_total","mils_kwh","solar_pv",2011,45.4596569881744,"usa"
"1280","gas_turbine_other_small_total","mils_kwh","solar_pv",2012,37.0771221386866,"usa"
"1311","gas_turbine_other_small_operation","mils_kwh","wind",2003,2.9991059167564,"usa"
"1312","gas_turbine_other_small_operation","mils_kwh","wind",2004,3.75952025765404,"usa"
"1313","gas_turbine_other_small_operation","mils_kwh","wind",2005,3.35341203900376,"usa"
"13141","gas_turbine_other_small_operation","mils_kwh","wind",2006,3.28782703194001,"usa"
"1315","gas_turbine_other_small_operation","mils_kwh","wind",2007,3.13490896157912,"usa"
"1316","gas_turbine_other_small_operation","mils_kwh","wind",2008,3.69644065954693,"usa"
"1317","gas_turbine_other_small_operation","mils_kwh","wind",2009,3.01320872151036,"usa"
"1318","gas_turbine_other_small_operation","mils_kwh","wind",2010,2.79,"usa"
"1319","gas_turbine_other_small_operation","mils_kwh","wind",2011,2.86802056885429,"usa"
"1320","gas_turbine_other_small_operation","mils_kwh","wind",2012,2.55704290611632,"usa"
"1351","gas_turbine_other_small_maintenance","mils_kwh","wind",2003,1.93656553481985,"usa"
"1352","gas_turbine_other_small_maintenance","mils_kwh","wind",2004,1.88416237737228,"usa"
"13531","gas_turbine_other_small_maintenance","mils_kwh","wind",2005,1.71760128827022,"usa"
"1354","gas_turbine_other_small_maintenance","mils_kwh","wind",2006,2.02327817350155,"usa"
"1355","gas_turbine_other_small_maintenance","mils_kwh","wind",2007,2.32714100828879,"usa"
"1356","gas_turbine_other_small_maintenance","mils_kwh","wind",2008,2.66692800900999,"usa"
"1357","gas_turbine_other_small_maintenance","mils_kwh","wind",2009,2.54887819721204,"usa"
"1358","gas_turbine_other_small_maintenance","mils_kwh","wind",2010,2.73,"usa"
"1359","gas_turbine_other_small_maintenance","mils_kwh","wind",2011,2.99049831556693,"usa"
"1360","gas_turbine_other_small_maintenance","mils_kwh","wind",2012,2.86887740686221,"usa"
"1391","gas_turbine_other_small_fuel","mils_kwh","wind",2003,37.6087881961253,"usa"
"13921","gas_turbine_other_small_fuel","mils_kwh","wind",2004,39.7787178549906,"usa"
"1393","gas_turbine_other_small_fuel","mils_kwh","wind",2005,50.4556738226257,"usa"
"1394","gas_turbine_other_small_fuel","mils_kwh","wind",2006,50.4789170231474,"usa"
"1395","gas_turbine_other_small_fuel","mils_kwh","wind",2007,56.4956753045317,"usa"
"1396","gas_turbine_other_small_fuel","mils_kwh","wind",2008,62.9767595657028,"usa"
"1397","gas_turbine_other_small_fuel","mils_kwh","wind",2009,51.3035832485354,"usa"
"1398","gas_turbine_other_small_fuel","mils_kwh","wind",2010,43.21,"usa"
"1399","gas_turbine_other_small_fuel","mils_kwh","wind",2011,39.6011381037532,"usa"
"1400","gas_turbine_other_small_fuel","mils_kwh","wind",2012,31.6512018257081,"usa"
"14311","gas_turbine_other_small_total","mils_kwh","wind",2003,42.5530285217494,"usa"
"1432","gas_turbine_other_small_total","mils_kwh","wind",2004,45.4224004900169,"usa"
"1433","gas_turbine_other_small_total","mils_kwh","wind",2005,55.5266871498997,"usa"
"1434","gas_turbine_other_small_total","mils_kwh","wind",2006,55.7900222285889,"usa"
"1435","gas_turbine_other_small_total","mils_kwh","wind",2007,61.9577252743996,"usa"
"1436","gas_turbine_other_small_total","mils_kwh","wind",2008,69.3401282342597,"usa"
"1437","gas_turbine_other_small_total","mils_kwh","wind",2009,56.8557907944004,"usa"
"1438","gas_turbine_other_small_total","mils_kwh","wind",2010,48.74,"usa"
"1439","gas_turbine_other_small_total","mils_kwh","wind",2011,45.4596569881744,"usa"
"1440","gas_turbine_other_small_total","mils_kwh","wind",2012,37.0771221386866,"usa"
